GEO_NAME,Arab,Black,Chinese,Filipino,Japanese,Korean,Latin American,Multiple Indigenous ancestries (only),Multiple Indigenous and non-Indigenous ancestries,Multiple visible minorities,Single Indigenous ancestry (only),Single Indigenous and non-Indigenous ancestries,South Asian,Southeast Asian,"Visible minority, n.i.e.",West Asian
"Sainte-Anne-de-Sorel, Municipalité (MÉ)",25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,30.0,0.0,0.0,0.0,0.0
"Sainte-Anne-des-Plaines, Ville (V)",115.0,325.0,15.0,0.0,0.0,0.0,90.0,0.0,0.0,25.0,130.0,190.0,25.0,30.0,0.0,0.0
"Sainte-Brigitte-de-Laval, Ville (V)",0.0,20.0,15.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,48.75,130.0,0.0,25.0,0.0,0.0
"Sainte-Catherine, Ville (V)",280.0,675.0,155.0,25.0,0.0,0.0,455.0,0.0,0.0,55.0,146.25,182.5,65.0,55.0,30.0,50.0
"Sainte-Catherine-de-la-Jacques-Cartier, Ville (V)",0.0,20.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.25,117.5,0.0,15.0,0.0,0.0
"Sainte-Famille-de-l'Île-d'Orléans, Municipalité (MÉ)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,12.5,0.0,0.0,0.0,0.0
"Sainte-Félicité, Municipalité (MÉ)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.25,0.0,0.0,0.0,0.0,0.0
"Sainte-Gertrude-Manneville, Municipalité (MÉ)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0
"Sainte-Jeanne-d'Arc, Village (VL)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.25,22.5,0.0,0.0,0.0,0.0
"Sainte-Julie, Ville (V)",535.0,405.0,125.0,30.0,0.0,10.0,385.0,0.0,0.0,80.0,171.25,295.0,40.0,85.0,10.0,20.0
Sainte-Marie,20.0,145.0,25.0,0.0,0.0,0.0,190.0,0.0,0.0,55.0,131.25,107.5,45.0,0.0,0.0,0.0
"Sainte-Marie, Ville (V)",20.0,145.0,25.0,0.0,0.0,0.0,190.0,0.0,0.0,55.0,131.25,107.5,45.0,0.0,0.0,0.0
"Sainte-Marthe-sur-le-Lac, Ville (V)",655.0,975.0,60.0,10.0,10.0,0.0,355.0,6.0,0.0,80.0,122.5,263.75,160.0,115.0,10.0,50.0
"Sainte-Pétronille, Village (VL)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.25,0.0,0.0,0.0,0.0
"Sainte-Rose-du-Nord, Paroisse (municipalité de) (PE)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,28.75,0.0,0.0,0.0,0.0
"Sainte-Thérèse, Ville (V)",505.0,625.0,70.0,15.0,0.0,0.0,380.0,0.0,0.0,30.0,193.75,347.5,40.0,90.0,10.0,65.0
"Sainte-Victoire-de-Sorel, Municipalité (MÉ)",0.0,10.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,16.25,27.5,0.0,0.0,0.0,0.0
Salaberry-de-Valleyfield,185.0,450.0,40.0,105.0,10.0,0.0,310.0,0.0,0.0,25.0,340.0,548.75,50.0,55.0,25.0,20.0
"Salaberry-de-Valleyfield, Ville (V)",185.0,450.0,40.0,105.0,10.0,0.0,310.0,0.0,0.0,25.0,340.0,548.75,50.0,55.0,25.0,20.0
"Salisbury, Village (VL)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,17.5,55.0,0.0,0.0,0.0
Salmon Arm,75.0,105.0,125.0,210.0,145.0,35.0,80.0,4.0,8.0,0.0,250.0,623.75,205.0,35.0,10.0,0.0
"Salmon Arm, City (CY)",75.0,105.0,125.0,210.0,145.0,35.0,75.0,4.0,8.0,0.0,173.75,618.75,205.0,35.0,10.0,0.0
Sarnia,370.0,1290.0,585.0,575.0,35.0,130.0,765.0,0.0,36.0,215.0,1090.0,1593.75,1970.0,185.0,150.0,175.0
"Sarnia 45, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,37.5,0.0,0.0,0.0,0.0
"Sarnia, City (CY)",365.0,1125.0,550.0,535.0,35.0,120.0,620.0,0.0,32.0,200.0,710.0,1197.5,1915.0,160.0,125.0,160.0
Saskatoon,3050.0,8650.0,9525.0,14805.0,320.0,555.0,2740.0,253.0,354.0,1745.0,8075.0,9195.0,19375.0,3555.0,490.0,1755.0
"Saskatoon, City (CY)",3040.0,8325.0,9255.0,14355.0,295.0,520.0,2545.0,216.0,288.0,1670.0,7317.5,7383.75,18880.0,3455.0,480.0,1705.0
Sault Ste. Marie,140.0,640.0,455.0,185.0,50.0,105.0,220.0,42.0,54.0,85.0,2040.0,3340.0,1135.0,70.0,90.0,55.0
"Sault Ste. Marie, City (CY)",140.0,635.0,450.0,185.0,50.0,105.0,215.0,39.0,54.0,85.0,1575.0,3078.75,1135.0,70.0,90.0,55.0
"Scotchfort 4, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.5,15.0,0.0,0.0,0.0,0.0
"Seabird Island, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.25,40.0,0.0,0.0,10.0,0.0
"Seba Beach, Summer village (SV)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Selwyn, Township (TP)",10.0,120.0,125.0,45.0,45.0,0.0,50.0,0.0,10.0,20.0,60.0,298.75,110.0,15.0,40.0,30.0
"Semiahmoo, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,5.0,0.0,0.0,0.0,0.0
"Senneville, Village (VL)",0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,45.0,0.0,0.0,0.0
Sept-Îles,65.0,210.0,30.0,105.0,10.0,15.0,80.0,41.0,18.0,30.0,2072.5,628.75,10.0,0.0,15.0,0.0
"Sept-Îles, Ville (V)",65.0,210.0,30.0,100.0,0.0,15.0,80.0,32.0,18.0,30.0,728.75,482.5,10.0,0.0,10.0,0.0
"Seymour Creek 2, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,7.5,0.0,0.0,0.0,0.0
"Shannon, Ville (V)",0.0,40.0,15.0,0.0,0.0,25.0,60.0,0.0,0.0,10.0,78.75,127.5,0.0,0.0,0.0,0.0
Shawinigan,130.0,395.0,55.0,0.0,15.0,0.0,255.0,0.0,0.0,25.0,396.25,507.5,45.0,60.0,60.0,15.0
"Shawinigan, Ville (V)",130.0,395.0,55.0,0.0,15.0,0.0,255.0,0.0,0.0,25.0,396.25,507.5,45.0,60.0,60.0,15.0
Sherbrooke,2970.0,5580.0,915.0,250.0,60.0,85.0,3580.0,24.0,16.0,330.0,1940.0,3291.25,750.0,630.0,250.0,1640.0
"Sherbrooke, Ville (V)",2900.0,5215.0,830.0,200.0,60.0,75.0,3410.0,22.0,8.0,300.0,1507.5,2313.75,710.0,560.0,240.0,1630.0
"Sherwood No. 159, Rural municipality (RM)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Shields, Resort village (RV)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
"Shuniah, Municipality (MU)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.75,128.75,0.0,0.0,0.0,0.0
"Sidney, Town (T)",0.0,60.0,205.0,425.0,40.0,0.0,60.0,0.0,9.0,30.0,56.25,168.75,140.0,60.0,25.0,0.0
"Simonds, Parish (P)",0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,83.75,15.0,0.0,0.0,0.0
"Skowkale, Indian reserve (IRI)",0.0,0.0,0.0,10.0,0.0,15.0,0.0,0.0,0.0,0.0,70.0,38.75,0.0,0.0,0.0,0.0
"Skwah 4, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.5,22.5,0.0,0.0,0.0,0.0
"Skway 5, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,7.5,0.0,0.0,0.0,0.0
"Sooke, District municipality (DM)",10.0,85.0,150.0,165.0,65.0,0.0,90.0,0.0,6.0,60.0,135.0,461.25,85.0,25.0,15.0,15.0
"Soowahlie 14, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,0.0,0.0,0.0,0.0
Sorel-Tracy,90.0,455.0,60.0,0.0,20.0,0.0,170.0,0.0,4.0,20.0,242.5,398.75,20.0,50.0,25.0,15.0
"Sorel-Tracy, Ville (V)",70.0,425.0,60.0,0.0,20.0,0.0,155.0,0.0,0.0,0.0,206.25,322.5,10.0,50.0,20.0,15.0
"South Frontenac, Township (TP)",0.0,65.0,40.0,10.0,10.0,20.0,50.0,0.0,10.0,40.0,96.25,467.5,110.0,20.0,0.0,0.0
"South Saanich 1, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,42.5,0.0,0.0,0.0,0.0
"South Stormont, Township (TP)",0.0,80.0,45.0,0.0,0.0,25.0,35.0,4.0,0.0,15.0,81.25,306.25,80.0,45.0,0.0,0.0
"Southesk, Parish (P)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,20.0,0.0,0.0,0.0
"Southwold, Township (TP)",15.0,30.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,13.75,47.5,0.0,0.0,15.0,0.0
"Spring Lake, Village (VL)",0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
"Springfield, Rural municipality (RM)",0.0,100.0,50.0,60.0,25.0,0.0,10.0,4.0,30.0,20.0,165.0,711.25,50.0,0.0,15.0,15.0
"Springside, Town (T)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,22.5,0.0,0.0,0.0,0.0
"Springwater, Township (TP)",70.0,185.0,145.0,80.0,20.0,30.0,95.0,0.0,0.0,90.0,80.0,342.5,245.0,140.0,25.0,60.0
"Spruce Grove, City (CY)",40.0,685.0,220.0,1345.0,55.0,55.0,275.0,11.0,29.0,65.0,552.5,1413.75,700.0,150.0,60.0,10.0
Squamish,115.0,155.0,310.0,440.0,290.0,135.0,350.0,0.0,4.0,95.0,213.75,481.25,1525.0,110.0,25.0,50.0
"Squamish, District municipality (DM)",115.0,155.0,310.0,440.0,290.0,135.0,350.0,0.0,4.0,95.0,102.5,442.5,1525.0,110.0,25.0,50.0
"Squiaala, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,50.0,17.5,0.0,0.0,0.0,0.0
"St. Albert, City (CY)",645.0,1035.0,880.0,2075.0,115.0,125.0,605.0,16.0,71.0,260.0,381.25,1762.5,1170.0,260.0,120.0,130.0
"St. Basile 10, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,30.0,0.0,0.0,0.0,0.0
St. Catharines - Niagara,3445.0,12785.0,6380.0,6250.0,730.0,1865.0,6630.0,49.0,124.0,2910.0,1938.75,6432.5,12765.0,3030.0,1335.0,900.0
"St. Catharines, City (CY)",1735.0,5540.0,2200.0,2015.0,260.0,630.0,3065.0,12.0,23.0,1325.0,517.5,1768.75,3325.0,1280.0,445.0,395.0
"St. Clair, Township (TP)",0.0,110.0,35.0,20.0,0.0,0.0,35.0,0.0,4.0,10.0,96.25,250.0,15.0,0.0,15.0,0.0
"St. Clements, Rural municipality (RM)",30.0,45.0,35.0,100.0,0.0,0.0,50.0,8.0,8.0,0.0,220.0,702.5,40.0,0.0,0.0,0.0
"St. François Xavier, Rural municipality (RM)",0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,0.0,33.75,83.75,0.0,0.0,0.0,0.0
St. John's,1470.0,2865.0,1745.0,1060.0,50.0,165.0,640.0,43.0,85.0,245.0,1657.5,3786.25,3340.0,365.0,115.0,495.0
"St. John's, City (CY)",1410.0,2510.0,1410.0,840.0,30.0,110.0,515.0,12.0,34.0,235.0,786.25,1862.5,2985.0,300.0,90.0,485.0
"St. Martins, Village (VL)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,0.0,0.0,0.0
"St. Thomas, City (CY)",205.0,805.0,140.0,345.0,50.0,40.0,345.0,5.0,8.0,70.0,201.25,610.0,550.0,350.0,60.0,35.0
"St.-Charles, Municipality (MU)",0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,97.5,0.0,0.0,0.0,0.0
"Stanley, Rural municipality (RM)",0.0,25.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,55.0,47.5,0.0,0.0,0.0,0.0
"Stawamus 24, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,12.5,0.0,0.0,0.0,0.0
"Steady Brook, Town (T)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.25,42.5,0.0,0.0,0.0,0.0
Steinbach,10.0,210.0,45.0,1520.0,10.0,35.0,220.0,8.0,20.0,35.0,277.5,581.25,515.0,120.0,55.0,0.0
"Steinbach, City (CY)",10.0,210.0,45.0,1520.0,10.0,35.0,220.0,8.0,20.0,35.0,277.5,581.25,515.0,120.0,55.0,0.0
"Stellarton, Town (T)",0.0,20.0,30.0,25.0,0.0,0.0,30.0,0.0,0.0,0.0,7.5,35.0,20.0,0.0,0.0,0.0
"Stirling-Rawdon, Township (TP)",60.0,15.0,0.0,25.0,0.0,0.0,15.0,0.0,0.0,0.0,26.25,123.75,45.0,0.0,10.0,0.0
"Stoke, Municipalité (MÉ)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.25,81.25,0.0,0.0,0.0,0.0
"Stoneham-et-Tewkesbury, Cantons unis (municipalité de) (CU)",0.0,55.0,0.0,0.0,10.0,20.0,25.0,0.0,0.0,0.0,101.25,131.25,0.0,80.0,0.0,0.0
"Stony Plain, Town (T)",0.0,100.0,55.0,445.0,20.0,10.0,55.0,20.0,28.0,55.0,208.75,590.0,135.0,0.0,0.0,0.0
Stratford,55.0,585.0,230.0,200.0,45.0,75.0,315.0,0.0,18.0,65.0,88.75,353.75,675.0,230.0,70.0,65.0
"Stratford, City (CY)",55.0,585.0,230.0,200.0,45.0,75.0,315.0,0.0,18.0,65.0,88.75,353.75,675.0,230.0,70.0,65.0
"Stratford, Town (T)",90.0,175.0,705.0,20.0,45.0,30.0,60.0,0.0,0.0,0.0,35.0,110.0,320.0,45.0,15.0,50.0
"Strathcona County, Specialized municipality (SM)",275.0,985.0,900.0,2340.0,270.0,145.0,570.0,23.0,64.0,320.0,513.75,2138.75,2650.0,480.0,160.0,95.0
"Strathcona D (Oyster Bay - Buttle Lake), Regional district electoral area (RDA)",0.0,40.0,15.0,25.0,0.0,30.0,0.0,0.0,0.0,0.0,26.25,101.25,0.0,20.0,0.0,0.0
Strathmore,25.0,165.0,85.0,430.0,40.0,30.0,75.0,10.0,14.0,40.0,188.75,313.75,170.0,35.0,25.0,0.0
"Strathmore, Town (T)",25.0,165.0,85.0,430.0,40.0,30.0,75.0,10.0,14.0,40.0,188.75,313.75,170.0,35.0,25.0,0.0
"Strathroy-Caradoc, Municipality (MU)",55.0,155.0,50.0,75.0,10.0,15.0,110.0,0.0,10.0,0.0,110.0,357.5,145.0,20.0,10.0,35.0
"Sturgeon County, Municipal district (MD)",90.0,140.0,90.0,140.0,10.0,0.0,65.0,17.0,15.0,60.0,180.0,680.0,120.0,70.0,10.0,0.0
Summerside,75.0,130.0,175.0,400.0,20.0,15.0,25.0,0.0,12.0,35.0,83.75,270.0,485.0,100.0,0.0,0.0
"Summerside, City (CY)",75.0,125.0,175.0,355.0,20.0,15.0,20.0,0.0,12.0,30.0,77.5,247.5,480.0,100.0,0.0,0.0
"Sun Peaks Mountain, Village (VL)",0.0,0.0,25.0,0.0,45.0,0.0,0.0,0.0,2.0,0.0,0.0,38.75,25.0,0.0,0.0,0.0
"Surrey, City (CY)",7420.0,12870.0,48350.0,39285.0,2870.0,10140.0,8830.0,54.0,147.0,9475.0,1823.75,4566.25,212680.0,15350.0,4765.0,5200.0
Swift Current,40.0,120.0,185.0,1295.0,0.0,30.0,120.0,5.0,10.0,40.0,146.25,337.5,395.0,75.0,10.0,0.0
"Swift Current No. 137, Rural municipality (RM)",0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,26.25,0.0,0.0,0.0,0.0
"Swift Current, City (CY)",30.0,120.0,175.0,1295.0,0.0,30.0,120.0,5.0,10.0,40.0,126.25,311.25,395.0,75.0,10.0,0.0
"Switsemalph 3, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,0.0,0.0,0.0,0.0,0.0
"Switsemalph, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,7.5,0.0,0.0,0.0,0.0
Sylvan Lake,15.0,115.0,80.0,325.0,10.0,65.0,100.0,12.0,32.0,35.0,216.25,550.0,80.0,35.0,10.0,0.0
"Sylvan Lake, Town (T)",15.0,115.0,80.0,325.0,10.0,65.0,95.0,12.0,32.0,25.0,213.75,541.25,80.0,35.0,10.0,0.0
"T'Sou-ke, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.75,37.5,0.0,0.0,0.0,0.0
"Taché, Rural municipality (RM)",70.0,220.0,0.0,55.0,10.0,10.0,35.0,0.0,8.0,10.0,301.25,787.5,25.0,10.0,0.0,10.0
"Taylor, District municipality (DM)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,65.0,0.0,0.0,0.0,0.0
"Tecumseh, Town (T)",725.0,315.0,295.0,265.0,25.0,10.0,115.0,0.0,0.0,100.0,48.75,285.0,480.0,165.0,40.0,65.0
Terrace,10.0,75.0,120.0,215.0,95.0,90.0,45.0,16.0,32.0,20.0,1407.5,1047.5,720.0,40.0,0.0,0.0
"Terrace, City (CY)",10.0,60.0,115.0,160.0,65.0,75.0,20.0,14.0,22.0,20.0,757.5,546.25,700.0,35.0,0.0,0.0
"Terrasse-Vaudreuil, Municipalité (MÉ)",40.0,65.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,35.0,25.0,20.0,0.0,0.0
"Terrebonne, Ville (V)",2995.0,12985.0,380.0,80.0,30.0,60.0,2545.0,13.0,4.0,285.0,761.25,1180.0,260.0,685.0,50.0,310.0
"Thames Centre, Municipality (MU)",15.0,80.0,50.0,25.0,0.0,10.0,35.0,0.0,0.0,0.0,21.25,97.5,85.0,35.0,10.0,0.0
"Theik 2, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,5.0,0.0,0.0,0.0,0.0
Thetford Mines,110.0,220.0,45.0,15.0,0.0,0.0,200.0,0.0,0.0,10.0,196.25,222.5,15.0,60.0,20.0,0.0
"Thetford Mines, Ville (V)",110.0,200.0,45.0,15.0,0.0,0.0,200.0,0.0,0.0,10.0,172.5,192.5,15.0,60.0,0.0,0.0
"Thode, Resort village (RV)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0
Thompson,35.0,315.0,75.0,140.0,0.0,15.0,65.0,33.0,42.0,20.0,2037.5,778.75,1195.0,55.0,25.0,0.0
"Thompson, City (CY)",35.0,315.0,75.0,140.0,0.0,15.0,65.0,33.0,42.0,20.0,2037.5,778.75,1195.0,55.0,25.0,0.0
"Thompson-Nicola J (Copper Desert Country), Regional district electoral area (RDA)",0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,67.5,0.0,0.0,0.0,0.0
"Thompson-Nicola P (Rivers and the Peaks), Regional district electoral area (RDA)",0.0,0.0,0.0,25.0,10.0,0.0,0.0,0.0,10.0,0.0,56.25,158.75,10.0,0.0,0.0,0.0
"Thorold, City (CY)",230.0,1230.0,505.0,280.0,45.0,100.0,275.0,0.0,0.0,235.0,150.0,388.75,1155.0,165.0,135.0,25.0
"Thorsby, Town (T)",0.0,0.0,20.0,10.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,21.25,0.0,0.0,0.0,0.0
Thunder Bay,455.0,1245.0,1040.0,415.0,320.0,170.0,400.0,20.0,89.0,245.0,4380.0,4287.5,2755.0,740.0,160.0,190.0
"Thunder Bay, City (CY)",450.0,1185.0,1020.0,400.0,315.0,155.0,390.0,16.0,85.0,240.0,3897.5,3758.75,2745.0,735.0,160.0,175.0
"Thurso, Ville (V)",0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,60.0,0.0,0.0,0.0,0.0
"Tide Head, Village (VL)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,10.0,0.0,0.0,0.0,0.0
Tillsonburg,0.0,315.0,35.0,75.0,0.0,0.0,95.0,0.0,6.0,35.0,61.25,246.25,160.0,250.0,40.0,0.0
"Tillsonburg, Town (T)",0.0,315.0,35.0,75.0,0.0,0.0,95.0,0.0,6.0,35.0,61.25,246.25,160.0,250.0,40.0,0.0
Timmins,65.0,255.0,195.0,195.0,30.0,30.0,30.0,31.0,43.0,30.0,1385.0,1850.0,765.0,70.0,30.0,60.0
"Timmins, City (CY)",65.0,255.0,195.0,195.0,30.0,30.0,30.0,31.0,43.0,30.0,1385.0,1850.0,765.0,70.0,30.0,60.0
"Torbay, Town (T)",0.0,25.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,93.75,180.0,50.0,0.0,0.0,0.0
Toronto,129310.0,488155.0,679725.0,281150.0,20210.0,74210.0,156455.0,149.0,523.0,131560.0,5531.25,24005.0,1182485.0,102325.0,95350.0,160330.0
"Toronto, City (C)",42040.0,265005.0,296225.0,170355.0,13210.0,42190.0,92455.0,75.0,258.0,64700.0,2935.0,11752.5,385440.0,53905.0,42435.0,69320.0
"Tracy, Village (VL)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,0.0
Trail,0.0,50.0,80.0,65.0,0.0,0.0,35.0,0.0,18.0,40.0,110.0,463.75,270.0,35.0,25.0,15.0
"Trail, City (CY)",0.0,20.0,60.0,65.0,0.0,0.0,15.0,0.0,8.0,35.0,65.0,268.75,255.0,30.0,20.0,0.0
"Trenton, Town (T)",0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.75,35.0,0.0,0.0,0.0,0.0
Trois-Rivières,1380.0,3825.0,450.0,155.0,45.0,25.0,1665.0,10.0,8.0,65.0,1495.0,1783.75,225.0,300.0,120.0,55.0
"Trois-Rivières, Ville (V)",1340.0,3735.0,440.0,125.0,35.0,25.0,1610.0,9.0,8.0,65.0,1270.0,1443.75,205.0,275.0,120.0,55.0
Truro,165.0,860.0,165.0,245.0,15.0,45.0,60.0,4.0,3.0,25.0,598.75,978.75,560.0,15.0,20.0,20.0
"Truro, Town (T)",80.0,525.0,110.0,160.0,0.0,25.0,35.0,0.0,0.0,0.0,86.25,252.5,305.0,10.0,15.0,10.0
"Trécesson, Canton (municipalité de) (CT)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.75,0.0,0.0,0.0,0.0,0.0
"Tsahaheh 1, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.5,55.0,0.0,0.0,0.0,0.0
"Tsawwassen, Tsawwassen Lands (TWL)",45.0,20.0,360.0,65.0,15.0,40.0,25.0,0.0,0.0,35.0,68.75,68.75,105.0,35.0,25.0,10.0
"Tsinstikeptum 10, Indian reserve (IRI)",0.0,10.0,20.0,0.0,10.0,0.0,30.0,0.0,0.0,0.0,38.75,75.0,0.0,0.0,0.0,0.0
"Tsinstikeptum 9, Indian reserve (IRI)",0.0,45.0,25.0,30.0,35.0,10.0,75.0,6.0,6.0,15.0,278.75,271.25,50.0,45.0,0.0,10.0
"Tsussie 6, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,5.0,0.0,0.0,0.0,0.0
"Tyendinaga, Township (TP)",0.0,35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,112.5,142.5,10.0,0.0,0.0,0.0
"Tzeachten 13, Indian reserve (IRI)",0.0,0.0,20.0,10.0,0.0,0.0,30.0,0.0,0.0,10.0,133.75,77.5,50.0,0.0,0.0,0.0
"Uashat 27, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,631.25,92.5,0.0,0.0,0.0,0.0
"Union Bay 4, Indian reserve (IRI)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,10.0,0.0,0.0,0.0,0.0
"Union Road, Rural municipality (RM)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Upham, Parish (P)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,38.75,0.0,0.0,0.0,0.0
"Upper Sumas 6, Indian reserve (IRI)",0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,65.0,16.25,0.0,0.0,0.0,0.0
"Uxbridge, Township (TP)",25.0,220.0,395.0,190.0,110.0,50.0,75.0,0.0,0.0,155.0,38.75,213.75,335.0,25.0,60.0,85.0
"Val-David, Village (VL)",10.0,20.0,10.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,51.25,82.5,0.0,0.0,0.0,0.0
"Val-Joli, Municipalité (MÉ)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.25,0.0,0.0,0.0,0.0
"Val-Morin, Municipalité (MÉ)",15.0,15.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,33.75,58.75,0.0,40.0,0.0,0.0
Val-d'Or,205.0,670.0,55.0,85.0,0.0,0.0,90.0,20.0,14.0,10.0,1328.75,677.5,15.0,30.0,0.0,0.0
"Val-d'Or, Ville (V)",205.0,670.0,55.0,85.0,0.0,0.0,90.0,20.0,14.0,10.0,711.25,658.75,15.0,30.0,0.0,0.0
"Val-des-Bois, Municipalité (MÉ)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,18.75,0.0,0.0,0.0,0.0
"Val-des-Monts, Municipalité (MÉ)",50.0,95.0,15.0,25.0,0.0,35.0,55.0,8.0,5.0,0.0,351.25,438.75,0.0,35.0,15.0,0.0
Vancouver,22440.0,41180.0,512260.0,142125.0,31195.0,63465.0,51500.0,235.0,756.0,50600.0,9591.25,24628.75,369290.0,56815.0,14750.0,64640.0
